user_id,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_album_release_year,duration_minutes,track_name_preprocessed,playlist_name_sentiment,track_name_sentiment,cluster,affinity_score
0,10M2Ex445zw585Ducldzkw,In Case You Didn't Know,1309,73,6MTPPsqX8KnmDWmnQmbxJ5,2507,school dance squeaky clean,0SqaMfNsngZCpPw0UuelA7,1,11,0.607,0.536,10,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,2017,3.75,case know,0.3666666666666667,0.0,1,0.6139533905100982
0,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,2064,76,1FvdZ1oizXwF9bxogujoF0,14343,songs top music hits,65HtIbyFkaQPflCa4oW8KO,2,5,0.71,0.799,6,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,1983,3.97,girls want fun,0.5,0.3,13,0.7966187817283348
0,2oTLO5bUVaNMuZYaevh0yf,Edge Of My Seat - THUNDERBIRD Remix,9612,36,6HbrhmZ9osGyiKjUFDxQGJ,16821,christian dance party,37i9dQZF1DWUUPO0Sbx2CM,2,3,0.733,0.736,0,-3.884,0.0394,0.119,0.0,0.163,0.901,107.96,2019,3.0,edge seat thunderbird remix,0.0,0.0,19,0.8620521334244501
0,1zng9uqqXoPkmU05nsAlsw,Bed Of Roses,1226,73,2FbviTPUjgJJUxsGM1sGDq,8632,permanent wave,0tOy7ZY4E2PadXIyj8zU43,5,15,0.309,0.596,5,-5.599,0.0293,0.101,0.0,0.21,0.161,164.587,1992,6.57,bed roses,0.0,0.0,10,0.6530768783121655
0,2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,625,71,50Zz8CkIhATKUlQMbHO3k1,18635,permanent wave,5glAD13obyL0G9SH9ukBz2,5,15,0.348,0.875,11,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,2006,3.37,sun goes,0.0,-0.1555555555555555,10,0.7573986486332147
0,4Uy3Q3h0VbWWyyiB1MmRoP,Perdóname,3059,0,1ubG8FgnbKhzMT62uRl50W,12463,trap argentino trap argentina,6ltss0ThreZ3uIMn5mr4Tm,4,21,0.686,0.411,10,-8.265,0.0401,0.207,1.42e-06,0.188,0.185,130.113,2018,2.71,perdóname,0.0,0.0,15,0.754775497169621
0,5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),7902,77,5qBu7Ab6alstSCAzxTJMb1,3154,hip hop controller,37i9dQZF1DWT5MrZnPU1zD,4,8,0.886,0.427,6,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,2016,2.95,chill bill feat davi spooks,0.0,0.0,15,0.8186959703151269
0,7myke8Id4WyKFlWcRBJdIF,Hardwired,6283,56,4kizef5du9TgAGfNhWbKmt,6910,hard rock workout,6kXNv8J3HCYztxjOIUzApv,5,7,0.13,0.991,11,-3.126,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,2016,3.19,hardwired,-0.2916666666666667,0.0,10,0.6785403019957564
0,1jqnsryYIlRHMymkt4EM8G,Ludo,10219,51,6s3MiMBKYrL0oOuZ88T914,9879,dk rap,37i9dQZF1DXdhDukKQ88Cc,4,8,0.626,0.62,1,-8.725,0.0834,0.243,1.04e-06,0.105,0.277,103.443,2019,3.24,ludo,0.0,0.0,15,0.8359651418561759
0,5q04ftJMH7VjaKEbNUz18u,Holding Back The Years,8504,1,0emaOw64y1tYsdwKpWwzvP,14536,classic rock greatest hits,6TeyryiZ2UEf3CbLXyztFA,5,2,0.696,0.514,10,-7.899,0.0252,0.654,4.31e-06,0.318,0.682,87.159,2009,4.19,holding back years,0.5833333333333334,0.0,13,0.5925037533241242
0,6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,9814,91,3Cse4lihKX7ww99QnZGQAh,1453,charts pop alongs,3xMQTDLOIGvj3lWH5e5x6F,0,16,0.816,0.63,2,-5.568,0.226,0.133,0.0,0.0692,0.715,96.493,2019,2.19,ayy macarena,0.0,0.0,19,0.6268794143151788
0,1iG95bFX5nCh2Ezw1Uo3yg,Waves - Robin Schulz Radio Edit,6566,43,6QrWnaOAnczw5tXwZokWCN,3916,tropical house,2oivDYqm1dQK4KbwVJTaf6,1,22,0.828,0.51,5,-9.318,0.0368,0.00821,0.00137,0.108,0.451,120.004,2014,3.44,waves robin schulz radio edit,0.0,0.0,15,0.6555805637752857
0,070hrICPvpyzXkbqkRC7Ao,RITMO (Bad Boys For Life) (Remix) *,9188,35,1WbcLdDqpfZza3TlvzFJJj,1628,hits hits top global tracks,4JkkvMpVl4lSioqQjeAL0q,1,11,0.794,0.798,10,-4.791,0.0602,0.0651,9.18e-05,0.233,0.629,105.069,2020,3.81,ritmo bad boys life remix,0.25,-0.6999999999999998,19,0.6655897299250318
0,1ssmjAYSU5PbmsjLq5yrNH,Never Give Up,8452,67,3pOA3oohNOrloauSH9rd8n,11200,electropop hits,7kyvBmlc1uSqsTL0EuNLrx,2,5,0.568,0.936,6,-2.961,0.053,0.00497,0.0138,0.12,0.605,91.009,2016,3.7,never give,0.0,0.0,19,0.8129903910702292
0,532pwqddzkT5I9j4jgVOhb,Leil Nhar,754,40,0dwfQ6P4hyX9dvHIcFBi1l,9180,arabic trap,37i9dQZF1DXcC6YLqj8ET8,4,21,0.561,0.464,2,-10.261,0.039,0.00628,0.396,0.109,0.215,131.719,2018,2.48,leil nhar,0.0,0.0,15,0.8369235383675541
0,0NJp8GyCOWnQh71xKSPfuV,Freaky,9695,71,0JDoNU0AZ54Ng8e2iPTKRs,5960,chixtape tory lanez,0UXwwVDipbBQeEX7h4YuKU,3,23,0.966,0.563,8,-5.764,0.0618,0.00202,0.0,0.105,0.363,104.991,2019,2.9,freaky,0.0,0.0,19,0.6408336052772623
0,3iWlbqAaoIR7H7gyO3a6rV,Tears Don't Fall,1386,59,4uNzDULQ9RAy0nxGaPbCDn,16679,new hard rock,64BvJcehegyvhqQtV82Ddz,5,7,0.212,0.924,7,-3.349,0.135,0.000729,2.23e-06,0.0831,0.244,162.128,2007,5.81,tears fall,-0.0776515151515151,0.0,10,0.6562571534975907
0,0fQuzbQNLcD1ofo7B2NcFI,True Love,1918,58,2G4AUqfwxcV1UdQjm2ouYr,6315,coldplay ghost stories deluxe edition,6h9DHd1pHHiK84cQqJZyIp,5,0,0.482,0.574,11,-7.963,0.028,0.00382,0.08,0.123,0.184,119.994,2014,4.1,true love,0.6,0.425,13,0.6662768512962687
0,4TnjEaWOeW0eKTKIEvJyCa,Falling,9735,97,1Czfd5tEby3DbdYNdqzrCa,5454,pop hits,5TDtuKDbOhrfW7C58XnriZ,3,9,0.784,0.43,10,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.087,2018,2.66,falling,0.0,0.0,15,0.772673153178657
0,5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,5353,69,2XIhZ9IjqoIN5V6dfKHzCn,7615,school dance squeaky clean,0SqaMfNsngZCpPw0UuelA7,1,11,0.587,0.559,1,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,2014,3.69,dance,0.3666666666666667,0.0,15,0.7448385053757243
0,4FthwGFz9SVZgCVqxNXsSK,Invincible,237,60,5P5ckQNn8AibK7TVTVrUoC,713,hard rock workout,5nQrMpkyWmxPX0gk74htMk,5,7,0.405,0.962,11,-4.894,0.0842,0.000213,2.31e-06,0.108,0.489,170.023,2009,3.17,invincible,-0.2916666666666667,0.0,10,0.6511734648677494
0,6J7PIkhtHwmFjPLq0SyuPj,Dark Times,9490,69,0P3oVJBFOv3TDXlYRhGL7s,1862,urban contemporary,4Pbs84EQbuAblxlp6Chz0d,3,23,0.501,0.403,9,-9.607,0.0752,0.114,1.1e-05,0.124,0.27,132.608,2015,4.34,dark times,0.0833333333333333,-0.15,15,0.7359958118867045
0,0EgigrGFGb4PHaVNb7fgK7,No Problem,5459,54,1OaIwAuOiwujt7mlst3CAR,16271,dirty south rap classics dj hotsauce,0tLHH1C4HkWEUCXXSSjbOe,4,20,0.858,0.731,1,-7.224,0.237,0.053,0.0,0.15,0.139,85.984,2009,3.57,problem,-0.6,0.0,15,0.9052777415792685
0,795UnF7drJFQvRvh8gMq0Z,Get So Lost,10049,49,5TdxIYr93nvBYkPzvIVPC1,6272,waves pop edm,64k01l4j6QtnZ8jMaI84AA,0,16,0.534,0.769,7,-4.625,0.0626,0.415,0.0,0.131,0.726,125.14,2019,3.25,get lost,0.0,0.0,19,0.6140141896529823
0,4TkXg2v2OeFBaJLXz1MNFd,Novocaine,9796,48,5dqAY3eYWRI55AJrdBYOzj,11645,modern indie rock alternative rock garage rock pop punk grunge britpop pop rock,1VnvyBDqoV5TCZAnXYferL,5,15,0.404,0.952,8,-3.41,0.048,1.07e-05,1.05e-05,0.0838,0.369,153.965,2019,3.47,novocaine,0.1,0.0,10,0.7909233775524597
0,4Vbz3osCh6DwHYv5gVv5H2,Breathe (feat. Ina Wroldsen),4370,66,16H9XbDP9IxeyOohsXkKXb,14701,dance pop hits,37i9dQZF1DX6pH08wMhkaI,2,3,0.724,0.733,11,-5.539,0.0382,0.0249,0.000318,0.127,0.672,125.993,2019,3.47,breathe feat ina wroldsen,0.0,0.0,19,0.7732486902543743
0,33HlbgacEu6HqVln64Qkz5,Love 66,6218,65,0uHh0YGrXUmYLyWB2Xvpe3,9731,trap funk,37i9dQZF1DWTGaQ84g8alz,4,21,0.548,0.421,1,-11.099,0.303,0.106,0.0,0.102,0.162,95.057,2019,5.38,love,0.0,0.5,15,0.9278878736236882
0,1YOzmgmkf24jBZLVOwdMMR,Kom Bij Mij,3795,49,55fniioBy8ElgUyIc57zNh,8797,good vibes broederliefde frenna broeders henkie bizzey poke,1d0fonZHpN4LYHTKbmNRbm,1,11,0.495,0.722,1,-5.115,0.413,0.309,0.0,0.14,0.596,189.812,2018,3.11,kom bij mij,0.7,0.0,1,0.5271619424595564
0,7xXdY3jDGRj4szfxDrl6oX,Pistola II,7340,8,102pncSYLHD9c4As4twPGm,12609,trap argentino trap argentina,6ltss0ThreZ3uIMn5mr4Tm,4,21,0.716,0.614,5,-9.761,0.044,0.011,0.0,0.103,0.247,100.044,2019,2.88,pistola ii,0.0,0.0,15,0.7734094036528957
0,64U9IT7LnMDLIF32xuKKEZ,Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring],2271,36,6PuH2G6OK6KickYQ91KHwV,10867,southern soul hip hop,4xJULuV0P5PLcMe3xP8Pgj,4,20,0.479,0.586,4,-6.587,0.0592,0.101,0.0,0.121,0.542,79.166,2015,3.97,bartender song sittin bar remix feat cypress spring,0.0,0.0,15,0.9411078998599738
0,09IStsImFySgyp0pIQdqAc,The Middle,10426,84,7nEiwcUSwycvC77kZ9ub7c,16592,female vocal edm,5QaPRbVgbEcCc9jC1UxgD1,0,18,0.753,0.657,7,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,2018,3.08,middle,0.0,0.0,19,0.5687517727977016
0,4tOmFSoQA9ji8lTxAbbvq1,I Believe In Love,4473,51,0WLDf5V9llFSTpYTRKofs7,13116,soul coffee best mixtape ever,16iNEskDatG5KbDV16F6LR,3,13,0.504,0.494,5,-7.623,0.284,0.402,1.62e-06,0.367,0.425,69.32,2018,3.83,believe love,1.0,0.5,13,0.9729320774423295
0,3PqG25cnEC8xQdsO0SkzQF,Illusion,9900,50,2flt6aYgZQr4smpy5IWwj6,8476,gothic industrial mittelalter ebm futurepop gothik electropop,53CmFroG6MWR5reOOXJX6B,2,5,0.457,0.434,7,-10.445,0.0366,0.0839,0.00552,0.123,0.0822,180.145,2007,4.78,illusion,0.0,0.0,15,0.8657458275834279
0,2L8nI0gMmceLCmEkdXQYTu,Quiero - Reggaeton Romantico,1701,29,4UevGvwTwKKrIp1UDgEAsK,13080,great pops,5SO7xYih5w8X5FEpKvU7Rt,1,12,0.862,0.52,6,-8.166,0.0654,0.371,0.00323,0.0934,0.633,95.029,2019,2.91,quiero reggaeton romantico,0.8,0.0,1,0.609742252393542
0,0n3sHHfdOq6Awix3JPe3xl,Bad Romance - EP Version,3778,56,2fwH1QL0wgnbbXiHWCYs1D,13268,badass rock,44bkJI1QGkT2O0GYJSsbkp,4,20,0.545,0.927,1,-4.736,0.0706,0.0128,2.33e-06,0.367,0.682,124.061,2011,4.14,bad romance ep version,0.0,-0.6999999999999998,10,0.7377025460526245
0,7727SnLGNGvHlfhyj9Xj0c,Her Eyes,3089,53,1xfR2VULeyChSzvcL1oWha,7095,rock hard,37i9dQZF1DWWJOmJ7nRx0C,5,7,0.479,0.992,0,-3.323,0.0597,0.00192,0.0,0.343,0.362,154.967,2019,3.25,eyes,-0.2916666666666667,0.0,10,0.6130920026537968
0,3VgaGYl4FXuI4wosflc2Gg,Pistoleiro,9834,45,2I0QQMKGse5KNsHlzsPd0G,12610,dose trap,37i9dQZF1DWWlW7KLhEhCZ,4,21,0.742,0.513,1,-7.399,0.0409,0.447,0.0,0.118,0.106,115.994,2019,4.69,pistoleiro,0.0,0.0,15,0.8098102292052209
0,0fQuzbQNLcD1ofo7B2NcFI,True Love,1918,58,2G4AUqfwxcV1UdQjm2ouYr,6315,coldplay ghost stories deluxe edition,6h9DHd1pHHiK84cQqJZyIp,5,0,0.482,0.574,11,-7.963,0.028,0.00382,0.08,0.123,0.184,119.994,2014,4.1,true love,0.6,0.425,13,0.6662768512962687
0,4Kwajm44l1SNP6fJT93WDq,Aukaat,4361,59,3BCgjZMB4Krrz61ZqDtBX1,1407,hip te hop,37i9dQZF1DWTqYqGLu7kTX,4,8,0.572,0.524,5,-3.113,0.24,0.152,0.0,0.172,0.306,124.307,2019,2.72,aukaat,0.0,0.0,15,0.8725868958210561
0,3vls6Nh3JXB0a8sIXhnMTo,Fast Times in Tahoe,2863,1,5GWIzi99vRULKmPMX0LLCF,9726,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,5,15,0.438,0.697,1,-5.72,0.0432,0.00325,0.0,0.118,0.344,176.017,2003,3.12,fast times tahoe,0.0,0.2,10,0.6915237569114927
1,5AE2hxwqJCaYqGDXTjLYu4,Old School Kind Of Love,5358,22,6aUghjvQnrSXFOROyDnQAg,9852,r b,2Ey63yNQeC9Yto7JwX9BGJ,3,14,0.837,0.504,1,-6.64,0.0468,0.0454,0.000347,0.1,0.732,81.49,2012,3.93,old school kind love,0.0,0.3999999999999999,12,0.9639814117546607
1,01Bw3xiZ5PQfn0btMWICaQ,Beautiful Life,5621,30,2WGceQjphDCN6OdXxNBH6x,1846,tropical beats,37i9dQZF1DX1bDvyV0IkZ3,1,22,0.732,0.52,2,-6.684,0.0376,0.127,0.0347,0.139,0.339,119.979,2016,2.69,beautiful life,0.0,0.85,12,0.671524233724356
1,1OOtq8tRnDM8kG2gqUPjAj,Beat It - Single Version,6315,77,1C2h7mLntPSeVYciMRTF4a,17145,songs top music hits,65HtIbyFkaQPflCa4oW8KO,2,5,0.779,0.867,3,-3.704,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,1982,4.3,beat single version,0.5,-0.0714285714285714,0,0.6095498672164467
1,05mrU7mN3c1822bpY58UBC,48H (feat. Sfera Ebbasta),4167,68,2FT4zvCc1vD2JdW8usqezZ,835,zona trap,37i9dQZF1DWXU2naFUn37x,4,21,0.755,0.502,5,-9.08,0.0655,0.307,0.0,0.105,0.6,149.919,2019,3.3,feat sfera ebbasta,0.0,0.0,15,0.8440993344226002
1,1sQMwuozNCmF811OgjTWIA,Some Kind Of Wonderful,4658,41,188TILSlxecPremJwHDkk7,16796,neo soul modern jazz smooth hiphop,07SNJ4MwYba9wwmzrbjmYi,3,13,0.837,0.541,0,-5.068,0.136,0.0714,0.0,0.152,0.654,103.971,2003,3.94,kind wonderful,0.3,0.8,12,0.9622329219214764
1,7btm8gdGvpuRg3ElLZDbKw,Crazy,362,36,5xoxIx7oLd9i9uVE2MawHo,6997,classic rock rock classics rock rock rock rock classicos,3Ho3iO0iJykgEQNbjB2sic,5,2,0.494,0.576,0,-7.77,0.0313,0.115,0.000319,0.0687,0.149,94.04,2019,3.57,crazy,0.1666666666666666,-0.6,15,0.7038858996061331
1,5FGs2enRe23RODlTmGYbX6,"Stay Fly (feat. Young Buck, Eightball & MJG) - Explicit Album Version",9551,47,4gk29iSj6w1jnIyTwdcidI,15151,southern hip hop,4lcyWQDOzPfcbZrcBI3FOW,4,20,0.788,0.864,11,-5.767,0.0335,0.0956,0.0,0.335,0.665,133.295,2005,3.97,stay fly feat young buck eightball mjg explicit album version,0.0,0.45,12,0.6789123567965467
1,1LwP9g1Hjbs64jXM2Qsxry,Just Like Honey,9332,62,2t1hVEwp82QebO7lq21Vto,12952,permanent wave,5Go0Jsxj1UnsU7Om841BEo,5,15,0.341,0.552,8,-10.503,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,1985,3.04,like honey,0.0,0.0,0,0.6022671224133446
1,71SvEDmsOwIWw1IozsZoMA,Any Way You Want It,4668,71,2OyVtIEp7O7a6o82DF4Ba5,4171,q prescription,6jAPdgY9XmxC9cgkXAVmVv,2,17,0.529,0.932,7,-7.501,0.0488,0.00251,0.00109,0.136,0.571,138.158,1980,3.36,way want,0.0,0.0,0,0.660296952879819
1,7xTdTWhpmOtHbdpAvkUIVy,Happy,10666,50,7cbfqMK6ilqUmNEH8NvxOR,6872,pop inglés música en inglés,4QAzO1Z92yqqD6Mf3mOANu,2,3,0.806,0.715,0,-6.092,0.228,0.218,0.0,0.118,0.604,124.943,2020,2.67,happy,0.0,0.8,12,0.9649745753124016
1,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),9252,71,1jWmEhn3ggaL6isoyLfwBn,16312,classic rock legends,3NcxM1LJJdua8AcRxtijNY,5,2,0.421,0.751,9,-9.584,0.0472,0.2,0.0,0.17,0.789,89.839,1967,2.43,break side,0.1666666666666666,-0.125,0,0.4922020732717918
1,7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,9726,89,1Sf8GsXG32t0jNrX11xqWx,8340,hits hits top global tracks,4JkkvMpVl4lSioqQjeAL0q,1,12,0.559,0.491,2,-6.406,0.0346,0.0567,0.0,0.0992,0.114,153.131,2019,4.08,highest room feat rosalía lil baby remix,0.25,0.0,15,0.7330100921159834
1,0ycFQvBTfuo1LCdG0HhszL,Tattoos Together,5332,67,26atyI9OPdSCDkNjsOEJBW,19608,charts pop alongs,3xMQTDLOIGvj3lWH5e5x6F,0,16,0.862,0.4,4,-7.486,0.0736,0.00575,7.49e-06,0.123,0.596,122.963,2020,3.11,tattoos together,0.0,0.0,15,0.6226679184662925
1,4imJ7kX6dCFCBLnO8yQmd7,Our Way Back Home,2660,37,41aF0Fno0dhZ3wBqT21R7g,12079,edm house dance,5CTzufLc0f6MufjKYrIaoO,0,16,0.481,0.398,0,-10.5,0.0299,0.178,0.0116,0.129,0.148,94.086,2019,2.64,way back home,0.0,0.0,15,0.6328689617954817
1,4vRg1mbhhlF4YyX1JUq1el,Free,76,25,2LhBfBFZVU1IyaAgo5wghT,5381,urban contemporary,1nFfDHtp8RY3obgen8KODl,3,23,0.751,0.556,9,-5.066,0.043,0.00222,6.09e-06,0.104,0.369,123.98,2017,4.38,free,0.0833333333333333,0.4,12,0.7971368174059824
1,6EZbZORN2AfvPbBqOCVwq9,Slammer,7589,38,7A70TDQLlAqSrKmZblX3BA,14635,big room beast,3PNyCpkY7NAXyhopBpj7vc,0,1,0.636,0.828,7,-4.892,0.0368,0.000396,0.739,0.0452,0.0464,128.044,2014,4.75,slammer,0.0,0.0,14,0.7309385144608388
1,0gsDBm94QELEJAcGS59f1b,Flashbacks,6093,52,0xi4cOWPUHjctyYU8ypCOB,8470,trap mojito,37i9dQZF1DX1OIMC8iDi74,4,21,0.58,0.901,0,-0.958,0.0326,0.0052,0.698,0.111,0.427,142.031,2018,2.76,flashbacks,0.0,0.0,14,0.9010854365853076
1,5o84LEb5HomrkUXZPrQJJH,Living On Video,3486,16,0vNHurgZCXw61BbimvPQcJ,3834,gym melbourne house,5BqOZpVEqRDfZScvW1QUyA,0,18,0.662,0.952,7,-4.115,0.038,0.000234,0.68,0.207,0.548,131.026,2010,3.31,living video,0.0,0.0,14,0.6200126887935757
1,0X108Ku9IS4s8f4IndB9c6,You Better Be Mine,10009,18,6jpH2EH914G5ysVLaATkqZ,19158,edm trap,7CEEEMKV41x0RlFCXWdvKF,0,16,0.565,0.846,3,-3.667,0.0465,0.0624,1.07e-06,0.254,0.194,92.034,2017,3.53,better mine,0.0,0.5,12,0.6279974736228716
1,0usYFHAPoXjEK1UpzwPy0i,Where Eagles Dare - 1998 Remastered Version,4136,2,3dFAfH33aNku65qm8IPS54,12567,classic hard rock,1gAeQGQ7hr2q7IYmaejDW6,5,7,0.264,0.95,4,-7.183,0.0685,0.00264,0.0453,0.433,0.468,113.288,1983,6.17,eagles dare remastered version,-0.0625,0.0,0,0.5253694076484483
1,6CbcdeTQKj0qTaZTt0xkdk,Happy,674,62,5M3BrdaT0TV5SsYsM5PM8X,1337,hip hop rnb,0Ar0Ng9DlAWZtSPBvOQgOa,3,9,0.727,0.515,2,-6.553,0.0289,0.24,3.65e-06,0.13,0.696,89.488,2002,4.37,happy,0.0,0.8,12,0.7940556615083266
1,7tk5tOCj84jine8kKJkPYs,Memo,10353,57,2z4c8M8aVzl7CTobIp36KF,14654,hip hop dance music urban trap breaking locking popping bopping wod world dance,0Hr2h94pKN8QAGVAgD6BsD,4,20,0.823,0.564,1,-6.617,0.116,0.151,0.0,0.122,0.348,131.988,2016,3.26,memo,0.0,0.0,15,0.7401946643127293
1,1AI5EqOqDVmOKAn13cGx92,Que Passa Amigo,9764,38,0cik460SaI0g1olHVvUp16,13054,hip hop dance music urban trap breaking locking popping bopping wod world dance,0Hr2h94pKN8QAGVAgD6BsD,4,20,0.701,0.844,9,-7.366,0.0473,0.00917,0.19,0.113,0.0883,100.007,2015,3.65,que passa amigo,0.0,0.0,15,0.6388316153796224
1,5jO0lrPKHfhqRl2NcCTiGC,Say It Now,1959,47,4CiZ9CnJ6m09nxhcHCmpIa,14059,trap nation,0NCspsyf0OS4BsPgGhkQXM,4,21,0.553,0.757,3,-6.935,0.0542,0.00209,0.0264,0.279,0.106,150.041,2019,3.18,say,0.0,0.0,15,0.8735221763364123
1,79QSGxjHa1y1XQVv19qTEh,"Enrolando, Enrolando",7511,51,5pmAfkEFISB35XYEfPTEDK,5145,brisa pop,37i9dQZF1DX2vsux22VuNL,3,9,0.846,0.394,5,-8.144,0.0996,0.36,0.0,0.0926,0.644,130.022,2019,3.49,enrolando enrolando,0.0,0.0,15,0.7798396958154311
1,2YL6ORlq8Ob2G5qhsvPL1M,Stay The Night,1865,43,3oGTPoEgDlNxSDMmaWBDS9,5486,music drugs,5jROYSZSL7cO0jGAqkPx7C,2,10,0.722,0.595,2,-5.829,0.0272,0.0662,0.00482,0.197,0.364,110.047,2018,3.26,stay night,0.0,0.0,15,0.8233181625447695
1,0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,1226,24,5uU2uM1RGHfzlA12opjqol,14658,rock classics,37i9dQZF1DWXRqgorJj26U,5,2,0.534,0.887,0,-3.777,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,1986,4.15,livin prayer,0.0,0.0,0,0.4843511399947353
1,2L6gb2H0z7RnzXMmDEqiiZ,Patek,5798,54,716NWpKPoVd5uv5wEOaEAB,1413,trap ouro,37i9dQZF1DWYBXtbGSCurj,4,21,0.879,0.523,2,-12.8,0.127,0.422,0.00285,0.115,0.438,114.987,2020,3.06,patek,0.0,0.0,15,0.8409668249364861
