user_id,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_minutes,track_name_preprocessed,playlist_name_sentiment,track_name_sentiment,cluster
0,7uuBfgY1vBCalrQRyyQhqs,Gospel,7843,7,79M1nv9rYaZvyt1GmyDAEa,6559,2017-05-12,hip hop rap heavy new school,3jPkaExIWXQWklcmmF5180,4,20,0.681,0.659,9,-6.405,0.268,0.000856,8.17e-06,0.11,0.225,156.004,2.89,gospel,-0.03181818181818183,0.0,2
0,72TFWvU3wUYdUuxejTTIzt,Work,7878,77,4UlGauD7ROb3YbVOFMgW5u,611,2016-01-28,top hits,2DjIfVDXGYDgRxw7IJTKVb,0,16,0.725,0.534,11,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,3.66,work,0.5,0.0,15
0,7sdaqbtuuemeeZrlvSUnbY,BootCut,7504,51,2WyA1WUynqxnB9cGfJjdnp,2359,2019-09-21,hip te hop,37i9dQZF1DWTqYqGLu7kTX,4,8,0.688,0.735,8,-3.133,0.229,0.0606,0.0,0.28,0.683,166.003,3.04,bootcut,0.0,0.0,2
0,5QOcepOSAdswU3fvhFPwZX,I'm Not Superstitious,4941,12,5pXBNUV5Z0MIiE3ExCnIpq,363,2014-03-20,songs top music hits,65HtIbyFkaQPflCa4oW8KO,2,5,0.542,0.769,5,-6.339,0.0319,0.11,0.0,0.0787,0.554,89.983,4.64,superstitious,0.5,0.0,15
0,6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),9215,67,1JawI0XkEwmQ5Bwef3RMbq,19009,2019-07-24,popular top,1fqkbjEACMlekdddm5aobE,3,23,0.294,0.505,3,-8.106,0.042,0.12,0.0,0.0977,0.357,85.332,3.5,takeaway feat lennon stella,0.55,0.0,15
0,5yfpdBo6QggnG9liGh4PsE,Soldier Like Me,47,0,6reqzR9irdAHWR8abHyqbG,9863,2004-12-14,oldschool gangsta rap,0t9TeyXE2mWe70JT3YwSoH,4,6,0.75,0.614,11,-6.004,0.407,0.0672,7.81e-05,0.106,0.571,172.031,3.84,soldier like,0.0,0.0,2
0,6uBhi9gBXWjanegOb2Phh0,Stay,10426,79,1I4W7JKzYbl8VKRfD61DIS,15145,2017-02-23,today hits clean,7ENISpOJhocpMJVcGb0qcT,3,9,0.69,0.622,5,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04,3.5,stay,0.3666666666666667,0.0,15
0,27nk9YiJMIjxL4jFU6Tmen,Fizzle,216,0,44O1j7a8WxW3gBwv41a3To,1404,2013-06-28,gangster rap deutsch,1qXg9ck25tBRxeXsj8mbDG,4,6,0.471,0.932,7,-2.84,0.495,0.0599,0.0,0.0695,0.574,125.843,2.74,fizzle,0.0,0.0,2
0,2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,5467,11,4CZVGlURM8vncG4ftZULTS,19057,2017-03-24,hip hop rap heavy new school,3jPkaExIWXQWklcmmF5180,4,20,0.732,0.75,11,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,3.05,xo tour,-0.03181818181818183,0.0,2
0,4kvXiS91TvzXLlxF7Bl9zT,Catch Me If You Can,9234,40,6HNTsQFMdG9XdQ4ROCG995,8079,2019-04-26,cranberries best,4E3K9oQgvLcKEz0wgBBXxD,5,0,0.455,0.711,9,-6.928,0.0381,0.0112,0.0012,0.111,0.0819,94.972,4.64,catch,1.0,0.0,15
0,5Gx2SIkIWdSzdxnvfO3TJy,Heartless (feat. Rick Ross & Bigga Rankin),10250,57,3rC6vGpgXntVIsIkrw1tol,9580,2017-03-03,southern hip hop,57sYMLFXGD4ZqizzcMD7lz,4,20,0.686,0.72,8,-6.084,0.225,0.0821,0.0,0.414,0.326,146.026,3.6,heartless feat rick ross bigga rankin,0.0,0.0,2
0,24lORMRGMv9sXpZJdN1PVm,Spar (feat. 6LACK & Kodak Black),2652,57,4kKQp1juHlhsnWqNuUrzIl,15016,2017-10-16,project contemporary,6HaCi9bqaiuSZEDfCEmwyo,3,23,0.878,0.676,6,-5.198,0.255,0.257,0.0,0.101,0.534,140.013,3.85,spar feat kodak black,0.16666666666666666,-0.16666666666666666,2
0,3zycyBK3RiecrkrP8NPLxu,Designers (feat. Dopebwoy & LouiVos),4072,64,146n3dqgpSdsk02yWRSEtI,4201,2019-06-06,good vibes broederliefde frenna broeders henkie bizzey poke,1d0fonZHpN4LYHTKbmNRbm,1,11,0.956,0.48,1,-7.474,0.269,0.135,0.0,0.104,0.849,126.935,3.03,designers feat dopebwoy louivos,0.7,0.0,15
0,4objxuNfJlJHomkRIPa2Y2,Drinking Alone,1588,61,6LURWtPusB5fGenqj0lbFd,3722,2018-09-14,sexy soul,5EMARioe9z9eKOeWIAC2JW,3,13,0.691,0.732,5,-3.715,0.0294,0.0326,0.0,0.0608,0.477,97.949,4.3,drinking alone,0.5,0.0,15
0,5EA06TsQmqmQXZiEhr1AaM,Coming Home,5374,67,4svLfrPPk2npPVuI4kXPYg,3446,2015-06-15,sexy soul,5EMARioe9z9eKOeWIAC2JW,3,13,0.427,0.465,6,-6.595,0.0291,0.461,5.52e-05,0.154,0.458,112.137,3.44,coming home,0.5,0.0,15
0,5stPVcRqb4qixbafP9e8lt,Hola - Remix,2222,91,65Pp2tO1Ul66KcCmmkRGWZ,7272,2019-11-01,latin pop pop latino actual,2kKzN3kRYDzBctlaWs7CP2,1,12,0.654,0.672,0,-5.98,0.311,0.471,0.0,0.0781,0.343,181.857,4.16,hola remix,0.0,0.0,2
0,2TH65lNHgvLxCKXM3apjxI,Callaita,860,90,06S3Qjh4QWLtn6c7CVhYh7,2800,2019-05-31,trap,37DFLy7lqF3qiR99Ss2ZGR,4,21,0.61,0.624,2,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,4.18,callaita,0.0,0.0,2
0,3MQXfgB6rQbtS5tDCZR1im,Je Kent ’t Wel,1749,57,1YeX8mf0kiSOMY2CnObMpK,8394,2019-08-22,good vibes broederliefde frenna broeders henkie bizzey poke,1d0fonZHpN4LYHTKbmNRbm,1,11,0.868,0.917,7,-5.016,0.162,0.0226,0.0,0.107,0.745,120.031,3.64,je kent wel,0.7,0.0,15
0,5stPVcRqb4qixbafP9e8lt,Hola - Remix,2222,91,65Pp2tO1Ul66KcCmmkRGWZ,7272,2019-11-01,charts pop alongs,3xMQTDLOIGvj3lWH5e5x6F,3,9,0.654,0.672,0,-5.98,0.311,0.471,0.0,0.0781,0.343,181.857,4.16,hola remix,0.0,0.0,2
0,5zR3bhyD2fUZISRHRGGGJe,Kunden,6731,49,4s3bz5Y0bqJ3m9mjZfbqxr,8819,2019-12-13,gangster rap deutsch,1qXg9ck25tBRxeXsj8mbDG,4,6,0.886,0.664,6,-6.368,0.309,0.213,0.000255,0.0655,0.834,148.021,3.22,kunden,0.0,0.0,2
0,3O8X1DE9btbzy4UH9cSX9a,Borderline,9051,76,5zGidcaAvNahQrYhyQwAQn,2373,2019-04-12,ultimate indie presents best tracks,37i9dQZF1DWTc5QDlvD7t0,3,9,0.598,0.71,0,-6.839,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,4.57,borderline,0.3333333333333333,0.0,15
0,2Fxmhks0bxGSBdJ92vM42m,bad guy,1080,95,0S0KGZnfBGSIssfF54WSJh,18206,2019-03-29,music drugs,5jROYSZSL7cO0jGAqkPx7C,2,10,0.701,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,3.23,bad guy,0.0,-0.6999999999999998,2
0,570fgRkd58jDYC4uYAg74V,Stop Calling (feat. Key Glock & Tay Money),5888,54,24ZyrExx41cMhL6XwuHBqZ,15241,2019-09-13,gangsta rap,3DUkl93JjPdOyX83SJr5ms,4,6,0.929,0.437,10,-5.98,0.41,0.233,3.26e-06,0.096,0.38,140.038,3.23,stop calling feat key glock tay money,0.0,0.0,2
0,1pEMBjgNevArI6xnSKmLT9,Adictos Por R.a.P,5979,9,3eZ8vxWKBJ5mFA2FibVt09,5329,2017-04-08,mexican gangsta rap,28Ke4pXWqF2A5b2GfQ1pQt,4,6,0.636,0.85,4,-5.448,0.503,0.201,0.0,0.648,0.879,154.057,3.17,adictos por,0.0,0.0,2
0,6bxsXIuyIeXKD4wu1O6srQ,Shake That Thing,8306,39,3nAwSh2fcp3M8voQKZS2as,4767,2002-11-12,hot latino mix latin hip hop rap rnb dancehall reggeaton afro,3hR2R6szlkwZeGyclTgHcF,1,11,0.629,0.901,7,-3.715,0.36,0.378,0.0,0.296,0.543,177.162,3.92,shake thing,0.25,0.0,2
0,2ekn2ttSfGqwhhate0LSR0,New Rules,2673,83,01sfgrNbnnPUEyz6GZYlt9,4734,2017-06-02,today hits clean,7ENISpOJhocpMJVcGb0qcT,3,9,0.762,0.7,9,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,3.49,new rules,0.3666666666666667,0.13636363636363635,15
0,36UAh8lq8r62uopY9Du1w3,Hans Betaalt De Schade (feat. Chivv & Henkie T),2419,55,0BYPTyenqy6oj1LSkcWoz6,6861,2019-02-22,good vibes broederliefde frenna broeders henkie bizzey poke,1d0fonZHpN4LYHTKbmNRbm,1,11,0.867,0.635,1,-6.317,0.0771,0.00547,2.67e-05,0.0703,0.52,102.037,2.9,hans betaalt de schade feat chivv henkie,0.7,0.0,15
0,0krFHPgZshdjyNNKwIodcU,Akhi Side,8202,42,5kYXA0NR8csemrWznQro7k,4049,2017-06-23,gangster rap deutsch,1qXg9ck25tBRxeXsj8mbDG,4,6,0.624,0.77,7,-4.416,0.36,0.21,0.0,0.0784,0.885,127.213,2.84,akhi side,0.0,0.0,2
0,5h21AlYy4mgHfQp9jUAUGi,I'm a King,7162,47,1RXVeGqsve0nxL8G7P2OVI,232,2005-08-23,drive,37i9dQZF1DWUFmyho2wkQU,4,8,0.73,0.483,0,-8.959,0.327,0.0428,0.0,0.103,0.535,168.049,3.55,king,0.0,0.0,2
0,49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,3393,68,0fUy6IdLHDpGNwavIlhEsl,3848,2015-07-17,hip hop dance music urban trap breaking locking popping bopping wod world dance,0Hr2h94pKN8QAGVAgD6BsD,4,20,0.874,0.568,11,-5.896,0.224,0.0698,1.38e-05,0.149,0.46,139.995,3.96,f ck commas,0.0,0.0,2
0,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,3393,46,4YtTX4GPvBvewbJvBfXCS2,5392,2017-08-04,hip hop rap heavy new school,3jPkaExIWXQWklcmmF5180,4,20,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,3.41,mask,-0.03181818181818183,0.0,2
0,17husT8tMWaBHcQqUpYDZQ,Make It Rain,3108,54,1oKyD6WG5ngzPUNA5Ik9G1,10352,2006-11-14,southern hip hop,57sYMLFXGD4ZqizzcMD7lz,4,20,0.744,0.697,11,-5.063,0.197,0.0106,0.0,0.0842,0.767,149.28,4.12,make rain,0.0,0.0,2
0,4uCRg4dM7mnDvJgdTm5pBB,Asesino de Acesinos,1591,45,5iZB8JDxunNlWFTc3BdEHp,6624,2007-05-22,mexican gangsta rap,28Ke4pXWqF2A5b2GfQ1pQt,4,6,0.701,0.7,0,-8.096,0.411,0.0151,0.000116,0.345,0.757,172.124,3.71,asesino de acesinos,0.0,0.0,2
0,13opctvyVx5lDygtSuEk5j,Done - R3hab Remix,6873,0,2igLLrxbw8a5YgPyC0Zd3M,4572,2018-12-14,fresh edm progressive house electro house trap deep house electronic future,0FCHg9zJMNNiOokh3hVcxd,0,18,0.563,0.902,7,-5.922,0.413,0.0424,7.26e-05,0.131,0.298,127.255,2.94,done remix,0.09999999999999999,0.0,2
0,2L8nI0gMmceLCmEkdXQYTu,Quiero - Reggaeton Romantico,1701,29,4UevGvwTwKKrIp1UDgEAsK,13080,2019-10-15,great pops,5SO7xYih5w8X5FEpKvU7Rt,1,12,0.862,0.52,6,-8.166,0.0654,0.371,0.00323,0.0934,0.633,95.029,2.91,quiero reggaeton romantico,0.8,0.0,15
1,2HCq3QncPlpbtckYdE2RLv,Medusa,5097,0,17xm9SCp2JrbwqAAJbHlBy,3212,2015-10-09,gangsta rap,5GA8GDo7RQC3JEanT81B3g,4,6,0.751,0.853,7,-5.393,0.268,0.12,0.0,0.099,0.325,89.02,3.03,medusa,0.0,0.0,13
1,253ewjP2R1LjKqA70mGdnk,I'm In Love With My Car - Remastered 2011,7576,47,1GbtB4zTqAsyfZEsm1RZfx,498,1975-11-21,queen la discografia completa,3E88dLx4fgFYY70gdGzdnB,5,0,0.292,0.803,4,-8.541,0.065,0.0113,5.63e-06,0.321,0.41,143.856,3.08,love car remastered,0.0,0.5,12
1,2XjO02pppiExUbCmHyd94m,Universe - Radio Edit,8979,12,2oSQAfsEnp4IYMXJomxP4x,17865,2019-10-18,sick big room house drops ezumi,4R4c3WdN1Any2Q1NSuec3r,0,1,0.591,0.922,2,-6.301,0.124,0.0123,0.445,0.368,0.0993,132.091,2.48,universe radio edit,-0.35714285714285715,0.0,19
1,0YGgEbmzrt7SNOJ5nnHjTQ,Winter Walks,5719,47,0vA8wO1JPTMg95jhdBCefN,9893,2018-05-08,lush lofi,37i9dQZF1DXc8kgYqQLMfH,4,8,0.564,0.265,11,-12.867,0.0673,0.883,0.916,0.121,0.344,83.298,1.59,winter walks,0.1,0.0,9
1,1zZdGnwXDLfVe8V2bclJQh,What Is Life,3498,3,16YCkHew4MBxGtpqkCTx6M,956,1970-11-27,black album,0KNLLunbFh9XgitPMOGmQg,5,0,0.469,0.833,4,-5.804,0.0314,0.00566,0.000419,0.314,0.886,131.185,4.41,life,-0.16666666666666666,0.0,12
1,1dC342UiUrvyKBUsubsXQY,Centipede,8353,29,5uknzLHVyiNcsFyBkX6G6E,3032,2018-12-10,big room beast,3PNyCpkY7NAXyhopBpj7vc,0,1,0.666,0.968,6,-4.208,0.0992,0.000352,0.38,0.405,0.531,128.017,2.77,centipede,0.0,0.0,19
1,5vYA1mW9g2Coh1HUFUSmlb,3AM,6144,68,4vUXTcKz7tXxrNl84meN6i,19273,1996-10-01,permanent wave,2ExyzXAbukW7I8bDqdGvPB,5,15,0.521,0.673,8,-8.685,0.0284,0.00573,0.0,0.12,0.543,108.031,3.77,,0.0,0.0,12
1,7z85Sqa3JrNebHK8sDtcRG,Crocodile Rock,2903,3,6T9u7scKy8yDe6V1QmXpoJ,5058,1990-01-01,classic rock,76lrxCrKrGDkDDf3SVPnl3,5,2,0.625,0.665,4,-11.681,0.0375,0.0786,1.37e-05,0.047,0.97,150.275,3.92,crocodile rock,0.16666666666666666,0.0,12
1,7Fxb0J8kBJ0H4IDxvhamhp,Can't Stop Now,10118,24,5lphR8biw5eYgG7W0QvZsW,8007,2014-09-16,indie poptimism,4hKPJNFIhdAg4pAksn78FJ,2,10,0.474,0.794,2,-6.292,0.0476,0.000989,0.709,0.218,0.231,139.024,3.18,ca stop,0.0,0.0,19
1,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,127,72,07EFoHHspqSwsmkbnWaB4A,18781,1986-05-24,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,5,15,0.529,0.768,7,-5.51,0.0566,0.00224,0.000685,0.297,0.769,127.316,3.51,shook night long,0.0,-0.05,12
1,21Inw73u4UXeKZpdjYNvZz,Crazy Stupid Bitch,567,29,1wORvCfucWa7suNeeGSCNq,3657,2019-09-20,taste mainstream,4gbXqmZDUFHqlaYjf4uVyS,2,17,0.535,0.562,1,-8.159,0.316,0.307,0.000868,0.111,0.35,90.076,2.98,crazy stupid bitch,0.0,-0.7,13
1,3f0U5NaD1bCk8nmKpn2ZJY,Kodachrome,7306,61,50pzpI17hwQj7LKcOiLMFD,17015,1973-05-05,classic rock,5BygwTQ3OrbiwVsQhXFHMz,5,2,0.592,0.705,1,-10.276,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,3.59,kodachrome,0.16666666666666666,0.0,12
1,01V5Y0jmzA90hs83nedB3z,House Bump For Joe Kay,7200,0,6mCYZLTcU81dxYTNT8O7Ro,12230,2016-04-25,groovy funky,0JmBB9HfrzDiZoPVRdv8ns,3,13,0.886,0.6,6,-3.99,0.292,0.142,0.355,0.0536,0.378,125.169,2.82,house bump joe kay,0.0,0.0,13
1,5PHGTeEdFxTEb4hepxug86,Turn! Turn! Turn! (To Everything There Is a Season),9206,42,4lkNuTe5xkDTGS4a55R8mC,16345,1965-01-01,classic rock,5BygwTQ3OrbiwVsQhXFHMz,5,2,0.449,0.811,2,-8.17,0.0458,0.117,2.28e-05,0.0393,0.736,124.594,3.83,turn turn turn everything season,0.16666666666666666,0.0,12
1,5t1d0i6Mg3WJntVNbfIClG,Bad Emotions,7908,13,246E5OvV4QXhPrGOSj7vdb,17511,2018-11-27,house electro,72r6odw0Q3OWTCYMGA7Yiy,0,4,0.78,0.802,3,-3.779,0.0733,0.00544,0.755,0.102,0.936,128.0,2.76,bad emotions,0.0,-0.6999999999999998,19
1,3HY5ONrRlIXv74EiVRZsfA,Hypnosive,10432,0,7wmRw5e71SMcjNWajIoOuP,7554,2018-12-14,epic bass drops best house mixes,4IS7o1utOzhimFEFnj9gmu,0,18,0.571,0.948,4,-5.075,0.0386,0.00834,0.822,0.174,0.0736,124.981,3.53,hypnosive,0.31666666666666665,0.0,19
1,62SpTZPgcuBcygQSb1mC7W,Jarabi,4961,23,6it7LWCx2i5KQv73iyocKV,14897,1988-03-22,urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,3,23,0.42,0.349,4,-19.701,0.0504,0.866,0.788,0.11,0.815,120.102,3.65,jarabi,0.08333333333333333,0.0,9
1,2DtYTsG1U625KM0TS59c0F,Unter der Brücke,7050,12,1ck1hyJmy7EfgoiOJouFMP,11664,2014-03-07,gangsta rap,5GA8GDo7RQC3JEanT81B3g,4,6,0.632,0.882,7,-5.686,0.554,0.287,0.0,0.107,0.619,108.377,3.92,unter der brücke,0.0,0.0,13
1,55hgAzy1kaC0Cn7EFxDeUz,let's be lazy together,10493,42,1nKbuCxRD3gWTeKDs1CN0L,15399,2017-08-29,sunny beats,37i9dQZF1DXbtuVQL4zoey,1,22,0.799,0.374,9,-13.475,0.154,0.713,0.854,0.108,0.69,89.023,1.25,let lazy together,0.0,-0.25,9
1,7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,9635,71,5d71Imt5CIb7LpQwDMQ093,6073,1989-01-01,classic rock drive,37i9dQZF1DXdOEFt9ZX0dh,5,2,0.765,0.476,7,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,2.97,wo back,0.16666666666666666,-0.07777777777777779,12
1,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,3708,82,3I9Z1nDCL4E0cP62flcbI5,1230,1987-01-01,rock classics,37i9dQZF1DWXRqgorJj26U,5,2,0.454,0.91,6,-7.766,0.0446,0.0852,0.0988,0.116,0.63,125.116,5.91,sweet child mine,0.0,0.35,12
1,6VixoRqnikN4QqegoKUSbH,Pimpin' All Over The World,5688,54,1KushUovbraTDRu9sbO5fg,16717,2004-01-01,southern hip hop,3R5c1OfJY7Rzl3p28pzGtL,4,20,0.495,0.883,11,-4.087,0.299,0.287,0.0,0.138,0.782,92.136,5.49,pimpin world,0.0,0.0,13
1,3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,4250,66,0n93YRc9GP3ZgREgTHvP5u,8363,1972-01-01,know perm stood permanent wave,3e6gYPyrTbaB8BWgSHCt5j,5,15,0.48,0.626,5,-8.406,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,3.33,doctor eyes,0.0,0.0,12
1,62FheCbeT4N5PPKmFD1g4m,Dead Mans Hand - Original Mix,4814,0,1bMQ6Y7C1X5L3QQ2s4hNMy,4057,2015-02-09,big room house festival bangers,5Bx5niVgi3qGQQw06C0RKq,0,1,0.585,0.969,7,-3.342,0.0935,0.00148,0.767,0.184,0.0661,128.025,4.25,dead mans hand original mix,0.0,0.0875,19
1,3MODES4TNtygekLl146Dxd,Ramble On - 1990 Remaster,5349,70,70lQYZtypdCALtFVlQAcvx,9150,1969-10-22,house rising sun,1bMYfBHYBCRHY5LGkjlpSy,5,0,0.468,0.607,9,-11.367,0.0336,0.072,0.000852,0.225,0.886,98.429,4.39,ramble remaster,0.0,0.0,12
1,4SyPOOM0UuoUZuox17OTk1,Sin Fortuna (Diamante Negro),306,6,2c4VVAZnf9vAmR35pbfUqv,8964,2007-01-01,chicano rap,3o3xRXWMtBMezk0E3wmtGI,1,11,0.643,0.681,7,-5.872,0.377,0.153,0.0,0.49,0.609,108.782,4.69,sin fortuna diamante negro,0.0,0.0,13
1,5JCi3pyggvk4B0yd0BK3ow,Stay High - Habits Remix,9700,69,5Z5O36p7BivXzkucc0PAfw,13068,2014-09-24,trap nation,5aPwKjwNHr6dnCejLcPTVx,4,21,0.736,0.677,4,-7.036,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4.31,stay high habits remix,0.0,0.16,19
1,6Xu68vlqiu05qseJTVKlbw,Dunkirk - Instrumental Album Version,1505,0,6H5RUv1Byx1CquzP7utSTl,16792,2009-01-01,progressive rock metal rock progresivo,7GhTpb4eOp6403Bmgqz3db,5,0,0.341,0.423,2,-10.886,0.0297,0.408,0.882,0.117,0.537,113.377,5.42,dunkirk instrumental album version,0.0,0.0,9
1,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,10402,72,5LMGAYhn2ywaxGZdtmXGpw,5040,1983-03-23,classic rock drive,37i9dQZF1DXdOEFt9ZX0dh,5,2,0.601,0.859,5,-5.263,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4.3,sharp dressed man remaster,0.16666666666666666,-0.125,12
1,6IDHh3FcwLVcG5NsmpQgg2,It's a Sin - 2001 Remaster,7364,65,7hkIf8sKiJKRjADB2xan74,701,1987-09-07,permanent wave chdb,2foj4ZYVHRGqSd1aMqNPBj,5,15,0.538,0.86,0,-5.916,0.0435,0.252,0.000527,0.247,0.291,127.153,4.99,sin remaster,0.0,0.0,12
